#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF01356 	 CRISPR-DR28 	 AE004091 	 5709
RF01340 	 CRISPR-DR29 	 AE004091 	 5710
RF01356 	 CRISPR-DR28 	 AE004091 	 5711
RF01372 	 CRISPR-DR59 	 AE004091 	 5782
RF01356 	 CRISPR-DR28 	 AE004091 	 5816
RF01356 	 CRISPR-DR28 	 AE004091 	 5817
RF01356 	 CRISPR-DR28 	 AE004091 	 5818
RF00236 	 ctRNA_pGA1 	 AE004091 	 5819
RF01372 	 CRISPR-DR59 	 AE004091 	 5820
RF01356 	 CRISPR-DR28 	 AE004091 	 5826
RF01118 	 PK-G12rRNA 	 AE015451 	 8
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 9
RF00140 	 Alpha_RBS 	 AE015451 	 10
RF01674 	 P27 	 AE015451 	 25
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 30
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 31
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 32
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 33
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 34
RF00177 	 SSU_rRNA_bacteria 	 AE015451 	 36
RF01118 	 PK-G12rRNA 	 AE015451 	 37
RF01118 	 PK-G12rRNA 	 AE015451 	 38
RF01118 	 PK-G12rRNA 	 AE015451 	 39
RF01118 	 PK-G12rRNA 	 AE015451 	 42
RF01118 	 PK-G12rRNA 	 AE015451 	 44
RF01118 	 PK-G12rRNA 	 AE015451 	 46
RF00023 	 tmRNA 	 AE015451 	 59
RF00114 	 S15 	 AE015451 	 60
RF01675 	 CrcZ 	 AE015451 	 75
RF01759 	 sucC 	 AE015451 	 80
RF00630 	 P26 	 AE015451 	 83
RF00005 	 tRNA 	 AE015451 	 87
RF00005 	 tRNA 	 AE015451 	 91
RF00005 	 tRNA 	 AE015451 	 95
RF00005 	 tRNA 	 AE015451 	 101
RF00005 	 tRNA 	 AE015451 	 102
RF01773 	 rpsL_psuedo 	 AE015451 	 103
RF00005 	 tRNA 	 AE015451 	 109
RF01758 	 sucA-II 	 AE015451 	 114
RF01675 	 CrcZ 	 AE015451 	 125
RF00005 	 tRNA 	 AE015451 	 130
RF01766 	 cspA 	 AE015451 	 133
RF01756 	 rne-II 	 AE015451 	 143
RF00515 	 PyrR 	 AE015451 	 168
RF00005 	 tRNA 	 AE015451 	 169
RF00005 	 tRNA 	 AE015451 	 178
RF00010 	 RNaseP_bact_a 	 AE015451 	 197
RF01766 	 cspA 	 AE015451 	 220
RF00005 	 tRNA 	 AE015451 	 221
RF00127 	 t44 	 AE015451 	 245
RF01356 	 CRISPR-DR28 	 AE015451 	 275
RF00005 	 tRNA 	 AE015451 	 276
RF01356 	 CRISPR-DR28 	 AE015451 	 317
RF02243 	 Xoo8 	 AE015451 	 318
RF00005 	 tRNA 	 AE015451 	 319
RF00195 	 RsmY 	 AE015451 	 320
RF01356 	 CRISPR-DR28 	 AE015451 	 321
RF00005 	 tRNA 	 AE015451 	 322
RF00005 	 tRNA 	 AE015451 	 379
RF00005 	 tRNA 	 AE015451 	 380
RF00005 	 tRNA 	 AE015451 	 381
RF00005 	 tRNA 	 AE015451 	 382
RF01356 	 CRISPR-DR28 	 AE015451 	 479
RF01356 	 CRISPR-DR28 	 AE015451 	 480
RF01695 	 C4 	 AE015451 	 481
RF01394 	 isrK 	 AE015451 	 482
RF00005 	 tRNA 	 AE015451 	 483
RF00005 	 tRNA 	 AE015451 	 484
RF01738 	 gabT 	 AE015451 	 485
RF01356 	 CRISPR-DR28 	 AE015451 	 486
RF00512 	 Leu_leader 	 AE015451 	 487
RF01720 	 Pseudomon-Rho 	 AE015451 	 488
RF01394 	 isrK 	 AE015451 	 656
RF01719 	 Pseudomon-1 	 AE015451 	 657
RF01721 	 Pseudomon-groES 	 AE015451 	 658
RF00166 	 PrrB_RsmZ 	 AE015451 	 659
RF00005 	 tRNA 	 AE015451 	 660
RF00005 	 tRNA 	 AE015451 	 661
RF00005 	 tRNA 	 AE015451 	 662
RF00029 	 Intron_gpII 	 AE015451 	 663
RF00556 	 L19_leader 	 AE015451 	 664
RF00005 	 tRNA 	 AE015451 	 665
RF00005 	 tRNA 	 AE015451 	 968
RF00556 	 L19_leader 	 AE015451 	 969
RF00628 	 P16 	 AE015451 	 970
RF00005 	 tRNA 	 AE015451 	 971
RF00005 	 tRNA 	 AE015451 	 972
RF00005 	 tRNA 	 AE015451 	 973
RF00005 	 tRNA 	 AE015451 	 974
RF01766 	 cspA 	 AE015451 	 975
RF00005 	 tRNA 	 AE015451 	 976
RF01695 	 C4 	 AE015451 	 977
RF01340 	 CRISPR-DR29 	 AE015451 	 978
RF01998 	 group-II-D1D4-1 	 AE015451 	 979
RF01998 	 group-II-D1D4-1 	 AE015451 	 980
RF01676 	 P31 	 AE015451 	 981
RF01394 	 isrK 	 AE015451 	 982
RF00059 	 TPP 	 AE015451 	 983
RF00013 	 6S 	 AE015451 	 984
RF01394 	 isrK 	 AE015451 	 985
RF00005 	 tRNA 	 AE015451 	 986
RF00005 	 tRNA 	 AE015451 	 987
RF01116 	 Yfr1 	 AE015451 	 1834
RF00005 	 tRNA 	 AE015451 	 1835
RF01998 	 group-II-D1D4-1 	 AE015451 	 1836
RF02001 	 group-II-D1D4-3 	 AE015451 	 1837
RF00029 	 Intron_gpII 	 AE015451 	 1838
RF00005 	 tRNA 	 AE015451 	 1839
RF01740 	 gyrA 	 AE015451 	 1840
RF01695 	 C4 	 AE015451 	 1841
RF00029 	 Intron_gpII 	 AE015451 	 1842
RF00005 	 tRNA 	 AE015451 	 1843
RF00005 	 tRNA 	 AE015451 	 1844
RF00005 	 tRNA 	 AE015451 	 1845
RF01731 	 TwoAYGGAY 	 AE015451 	 1846
RF00005 	 tRNA 	 AE015451 	 1847
RF00005 	 tRNA 	 AE015451 	 1848
RF00005 	 tRNA 	 AE015451 	 1849
RF01394 	 isrK 	 AE015451 	 1850
RF01695 	 C4 	 AE015451 	 1851
RF01998 	 group-II-D1D4-1 	 AE015451 	 1852
RF02001 	 group-II-D1D4-3 	 AE015451 	 1853
RF01356 	 CRISPR-DR28 	 AE015451 	 1854
RF01356 	 CRISPR-DR28 	 AE015451 	 1855
RF01731 	 TwoAYGGAY 	 AE015451 	 1856
RF00029 	 Intron_gpII 	 AE015451 	 1857
RF02001 	 group-II-D1D4-3 	 AE015451 	 1858
RF01356 	 CRISPR-DR28 	 AE015451 	 1859
RF00029 	 Intron_gpII 	 AE015451 	 1860
RF02001 	 group-II-D1D4-3 	 AE015451 	 1861
RF00005 	 tRNA 	 AE015451 	 1862
RF01356 	 CRISPR-DR28 	 AE015451 	 1863
RF00005 	 tRNA 	 AE015451 	 1864
RF01356 	 CRISPR-DR28 	 AE015451 	 1865
RF01356 	 CRISPR-DR28 	 AE015451 	 1866
RF00512 	 Leu_leader 	 AE015451 	 1867
RF01695 	 C4 	 AE015451 	 1868
RF00001 	 5S_rRNA 	 AE015451 	 1869
RF00005 	 tRNA 	 AE015451 	 1870
RF01356 	 CRISPR-DR28 	 AE015451 	 1871
RF00444 	 PrrF 	 AE015451 	 1872
RF00005 	 tRNA 	 AE015451 	 1873
RF01057 	 SAH_riboswitch 	 AE015451 	 1874
RF01668 	 P10 	 AE015451 	 1875
RF00623 	 P1 	 AE015451 	 1876
RF00005 	 tRNA 	 AE015451 	 1877
RF02001 	 group-II-D1D4-3 	 AE015451 	 1878
RF01998 	 group-II-D1D4-1 	 AE015451 	 1879
RF00029 	 Intron_gpII 	 AE015451 	 1880
RF01356 	 CRISPR-DR28 	 AE015451 	 5498
RF01356 	 CRISPR-DR28 	 AE015451 	 5499
RF01356 	 CRISPR-DR28 	 AE015451 	 5500
RF01673 	 P20 	 AE015451 	 5501
RF01671 	 P18 	 AE015451 	 5502
RF00001 	 5S_rRNA 	 AE015451 	 5503
RF00005 	 tRNA 	 AE015451 	 5504
RF00005 	 tRNA 	 AE015451 	 5505
RF00005 	 tRNA 	 AE015451 	 5506
RF01746 	 mraW 	 AE015451 	 5507
RF01695 	 C4 	 AE015451 	 5508
RF01394 	 isrK 	 AE015451 	 5509
RF02001 	 group-II-D1D4-3 	 AE015451 	 5510
RF01998 	 group-II-D1D4-1 	 AE015451 	 5511
RF00029 	 Intron_gpII 	 AE015451 	 5512
RF02001 	 group-II-D1D4-3 	 AE015451 	 5513
RF00029 	 Intron_gpII 	 AE015451 	 5514
RF00005 	 tRNA 	 AE015451 	 5515
RF01356 	 CRISPR-DR28 	 AE015451 	 5516
RF00001 	 5S_rRNA 	 AE015451 	 5517
RF00001 	 5S_rRNA 	 AE015451 	 5518
RF00001 	 5S_rRNA 	 AE015451 	 5519
RF01998 	 group-II-D1D4-1 	 AE015451 	 5520
RF00174 	 Cobalamin 	 AE015451 	 5521
RF01068 	 mini-ykkC 	 AE015451 	 5522
RF00005 	 tRNA 	 AE015451 	 5523
RF00005 	 tRNA 	 AE015451 	 5524
RF00005 	 tRNA 	 AE015451 	 5525
RF00005 	 tRNA 	 AE015451 	 5526
RF02001 	 group-II-D1D4-3 	 AE015451 	 5527
RF01998 	 group-II-D1D4-1 	 AE015451 	 5528
RF01731 	 TwoAYGGAY 	 AE015451 	 5529
RF00005 	 tRNA 	 AE015451 	 5530
RF00005 	 tRNA 	 AE015451 	 5531
RF00262 	 sar 	 AE015451 	 5532
RF00236 	 ctRNA_pGA1 	 AE015451 	 5533
RF01356 	 CRISPR-DR28 	 AE015451 	 5534
RF01705 	 Flavo-1 	 AE015451 	 5535
RF01731 	 TwoAYGGAY 	 AE015451 	 5536
RF00005 	 tRNA 	 AE015451 	 5537
RF00005 	 tRNA 	 AE015451 	 5538
RF00005 	 tRNA 	 AE015451 	 5539
RF00005 	 tRNA 	 AE015451 	 5540
RF01695 	 C4 	 AE015451 	 5541
RF01755 	 rmf 	 AE015451 	 5542
RF01731 	 TwoAYGGAY 	 AE015451 	 5543
RF01356 	 CRISPR-DR28 	 AE015451 	 5544
RF00005 	 tRNA 	 AE015451 	 5545
RF01356 	 CRISPR-DR28 	 AE015451 	 5546
RF01731 	 TwoAYGGAY 	 AE015451 	 5547
RF01731 	 TwoAYGGAY 	 AE015451 	 5548
RF00005 	 tRNA 	 AE015451 	 5549
RF00001 	 5S_rRNA 	 AE015451 	 5550
RF01669 	 P14 	 AE015451 	 5551
RF01356 	 CRISPR-DR28 	 AE015451 	 5552
RF01356 	 CRISPR-DR28 	 AE015451 	 5553
RF01372 	 CRISPR-DR59 	 AE015451 	 5554
RF00174 	 Cobalamin 	 AE015451 	 5555
RF01356 	 CRISPR-DR28 	 AE015451 	 5556
RF00174 	 Cobalamin 	 AE015451 	 5557
RF00005 	 tRNA 	 AE015451 	 5558
RF00005 	 tRNA 	 AE015451 	 5559
RF01116 	 Yfr1 	 AE015451 	 5560
RF01705 	 Flavo-1 	 AE015451 	 5561
RF01372 	 CRISPR-DR59 	 AE015451 	 5562
RF01372 	 CRISPR-DR59 	 AE015451 	 5563
RF01356 	 CRISPR-DR28 	 AE015451 	 5564
RF01057 	 SAH_riboswitch 	 AE015451 	 5565
RF00005 	 tRNA 	 AE015451 	 5566
RF01695 	 C4 	 AE015451 	 5567
RF01497 	 ALIL 	 AE015451 	 5568
RF01356 	 CRISPR-DR28 	 AE015451 	 5569
RF00005 	 tRNA 	 AE015451 	 5570
RF00627 	 P15 	 AE015451 	 5571
RF01356 	 CRISPR-DR28 	 AE015451 	 5572
RF00029 	 Intron_gpII 	 AE015451 	 5573
RF01668 	 P10 	 AE015451 	 5574
RF00059 	 TPP 	 AE015451 	 5575
RF01356 	 CRISPR-DR28 	 AE015451 	 5576
RF00174 	 Cobalamin 	 AE015451 	 5577
RF00033 	 MicF 	 AE015451 	 5578
RF00624 	 P9 	 AE015451 	 5579
RF00174 	 Cobalamin 	 AE015451 	 5580
RF01356 	 CRISPR-DR28 	 AE015451 	 5581
RF01356 	 CRISPR-DR28 	 AE015451 	 5582
RF01356 	 CRISPR-DR28 	 AE015451 	 5583
RF00519 	 suhB 	 AE015451 	 5584
RF01356 	 CRISPR-DR28 	 AE015451 	 5585
RF01356 	 CRISPR-DR28 	 AE015451 	 5586
RF01356 	 CRISPR-DR28 	 AE015451 	 5587
RF00005 	 tRNA 	 AE015451 	 5588
RF01356 	 CRISPR-DR28 	 AE015451 	 5589
RF00005 	 tRNA 	 AE015451 	 5590
RF01356 	 CRISPR-DR28 	 AE015451 	 5591
RF01336 	 CRISPR-DR23 	 AE015451 	 5592
RF00444 	 PrrF 	 AE015451 	 5593
RF00519 	 suhB 	 AE015451 	 5594
RF00005 	 tRNA 	 AE015451 	 5595
RF00519 	 suhB 	 AE015451 	 5596
RF01695 	 C4 	 AE015451 	 5597
RF00169 	 Bacteria_small_SRP 	 AE015451 	 5598
RF01854 	 Bacteria_large_SRP 	 AE015451 	 5599
RF01731 	 TwoAYGGAY 	 AE015451 	 5600
RF01731 	 TwoAYGGAY 	 AE015451 	 5601
RF01356 	 CRISPR-DR28 	 AE015451 	 5602
RF00029 	 Intron_gpII 	 AE015451 	 5603
RF01356 	 CRISPR-DR28 	 AE015451 	 5604
RF01356 	 CRISPR-DR28 	 AE015451 	 5605
RF00001 	 5S_rRNA 	 AE015451 	 5606
RF00005 	 tRNA 	 AE015451 	 5607
RF00078 	 MicA 	 AE015451 	 5608
RF00506 	 Thr_leader 	 AE015451 	 5609
RF01695 	 C4 	 AE015451 	 5610
RF01372 	 CRISPR-DR59 	 AE015451 	 5611
RF00629 	 P24 	 AE015451 	 5612
RF00005 	 tRNA 	 AE015451 	 5613
RF01356 	 CRISPR-DR28 	 AE015451 	 5614
RF01989 	 SECIS_3 	 AE015451 	 5615
RF01356 	 CRISPR-DR28 	 AE015451 	 5616
RF01852 	 tRNA-Sec 	 AE015451 	 5617
RF01772 	 rnk_pseudo 	 AE015451 	 5618
RF01695 	 C4 	 AE015451 	 5619
RF01343 	 CRISPR-DR33 	 AE015451 	 5620
RF00050 	 FMN 	 AE015451 	 5621
RF00005 	 tRNA 	 AE015451 	 5622
RF00005 	 tRNA 	 AE015451 	 5623
RF00001 	 5S_rRNA 	 AE015451 	 5624
RF00005 	 tRNA 	 AE015451 	 5625
RF01356 	 CRISPR-DR28 	 AE015451 	 5626
RF01394 	 isrK 	 AE015451 	 5627
RF01695 	 C4 	 AE015451 	 5628
RF00236 	 ctRNA_pGA1 	 AE015451 	 5629
RF00005 	 tRNA 	 AE015451 	 5630
RF01695 	 C4 	 AE015451 	 5631
RF00005 	 tRNA 	 AE015451 	 5632
RF01152 	 sR1 	 AE009950 	 1
RF00095 	 snoPyro_CD 	 AE009950 	 2
RF01125 	 sR4 	 AE009950 	 3
RF00095 	 snoPyro_CD 	 AE009950 	 4
RF01126 	 sR41 	 AE009950 	 5
RF01125 	 sR4 	 AE009950 	 6
RF00095 	 snoPyro_CD 	 AE009950 	 7
RF00095 	 snoPyro_CD 	 AE009950 	 8
RF01152 	 sR1 	 AE009950 	 9
RF01150 	 sR11 	 AE009950 	 10
RF00095 	 snoPyro_CD 	 AE009950 	 11
RF01128 	 sR43 	 AE009950 	 12
RF00095 	 snoPyro_CD 	 AE009950 	 13
RF00095 	 snoPyro_CD 	 AE009950 	 14
RF01120 	 sR33 	 AE009950 	 15
RF01119 	 sR32 	 AE009950 	 16
RF01125 	 sR4 	 AE009950 	 17
RF00095 	 snoPyro_CD 	 AE009950 	 18
RF01139 	 sR2 	 AE009950 	 19
RF01136 	 sR28 	 AE009950 	 20
RF01306 	 sR52 	 AE009950 	 21
RF00095 	 snoPyro_CD 	 AE009950 	 22
RF00095 	 snoPyro_CD 	 AE009950 	 23
RF00095 	 snoPyro_CD 	 AE009950 	 24
RF01125 	 sR4 	 AE009950 	 25
RF01147 	 sR12 	 AE009950 	 26
RF01152 	 sR1 	 AE009950 	 27
RF00095 	 snoPyro_CD 	 AE009950 	 28
RF00095 	 snoPyro_CD 	 AE009950 	 29
RF01134 	 sR30 	 AE009950 	 30
RF00095 	 snoPyro_CD 	 AE009950 	 31
RF01308 	 sR58 	 AE009950 	 32
RF00095 	 snoPyro_CD 	 AE009950 	 33
RF01138 	 sR23 	 AE009950 	 34
RF01152 	 sR1 	 AE009950 	 35
RF00095 	 snoPyro_CD 	 AE009950 	 36
RF00095 	 snoPyro_CD 	 AE009950 	 37
RF00095 	 snoPyro_CD 	 AE009950 	 38
RF01125 	 sR4 	 AE009950 	 39
RF01304 	 sR5 	 AE009950 	 40
RF01140 	 sR20 	 AE009950 	 41
RF01305 	 sR51 	 AE009950 	 42
RF00095 	 snoPyro_CD 	 AE009950 	 43
RF01152 	 sR1 	 AE009950 	 44
RF00095 	 snoPyro_CD 	 AE009950 	 45
RF01125 	 sR4 	 AE009950 	 46
RF00095 	 snoPyro_CD 	 AE009950 	 47
RF01152 	 sR1 	 AE009950 	 48
RF01149 	 sR10 	 AE009950 	 49
RF01152 	 sR1 	 AE009950 	 50
RF00095 	 snoPyro_CD 	 AE009950 	 51
RF00095 	 snoPyro_CD 	 AE009950 	 52
RF00095 	 snoPyro_CD 	 AE009950 	 53
RF01304 	 sR5 	 AE009950 	 54
RF01141 	 sR18 	 AE009950 	 55
RF00095 	 snoPyro_CD 	 AE009950 	 56
RF00063 	 SscA 	 AE009950 	 57
RF01319 	 CRISPR-DR6 	 AE009950 	 58
RF00095 	 snoPyro_CD 	 AE009950 	 59
RF01125 	 sR4 	 AE009950 	 60
RF01309 	 sR60 	 AE009950 	 61
RF00095 	 snoPyro_CD 	 AE009950 	 62
RF01311 	 sR8 	 AE009950 	 63
RF01152 	 sR1 	 AE009950 	 64
RF00095 	 snoPyro_CD 	 AE009950 	 65
RF01319 	 CRISPR-DR6 	 AE009950 	 66
RF01319 	 CRISPR-DR6 	 AE009950 	 67
RF01319 	 CRISPR-DR6 	 AE009950 	 68
RF01319 	 CRISPR-DR6 	 AE009950 	 70
RF01319 	 CRISPR-DR6 	 AE009950 	 71
RF01148 	 sR13 	 AE009950 	 72
RF00095 	 snoPyro_CD 	 AE009950 	 73
RF01273 	 sR34 	 AE009950 	 74
RF00095 	 snoPyro_CD 	 AE009950 	 75
RF01319 	 CRISPR-DR6 	 AE009950 	 76
RF01152 	 sR1 	 AE009950 	 77
RF01145 	 sR14 	 AE009950 	 78
RF00095 	 snoPyro_CD 	 AE009950 	 79
RF01319 	 CRISPR-DR6 	 AE009950 	 80
RF00095 	 snoPyro_CD 	 AE009950 	 81
RF01144 	 sR17 	 AE009950 	 82
RF01125 	 sR4 	 AE009950 	 83
RF01123 	 sR35 	 AE009950 	 84
RF01133 	 sR3 	 AE009950 	 85
RF01152 	 sR1 	 AE009950 	 86
RF00095 	 snoPyro_CD 	 AE009950 	 87
RF01319 	 CRISPR-DR6 	 AE009950 	 88
RF01319 	 CRISPR-DR6 	 AE009950 	 89
RF00095 	 snoPyro_CD 	 AE009950 	 90
RF01124 	 sR36 	 AE009950 	 91
RF01130 	 sR46 	 AE009950 	 92
RF00095 	 snoPyro_CD 	 AE009950 	 93
RF01319 	 CRISPR-DR6 	 AE009950 	 94
RF01319 	 CRISPR-DR6 	 AE009950 	 95
RF01319 	 CRISPR-DR6 	 AE009950 	 96
RF01319 	 CRISPR-DR6 	 AE009950 	 97
RF01319 	 CRISPR-DR6 	 AE009950 	 98
RF01319 	 CRISPR-DR6 	 AE009950 	 100
RF01319 	 CRISPR-DR6 	 AE009950 	 101
RF01319 	 CRISPR-DR6 	 AE009950 	 102
RF01140 	 sR20 	 AE009950 	 103
RF00095 	 snoPyro_CD 	 AE009950 	 104
RF01275 	 sR22 	 AE009950 	 105
RF01319 	 CRISPR-DR6 	 AE009950 	 106
RF01139 	 sR2 	 AE009950 	 107
RF01311 	 sR8 	 AE009950 	 108
RF01304 	 sR5 	 AE009950 	 109
RF01152 	 sR1 	 AE009950 	 110
RF00095 	 snoPyro_CD 	 AE009950 	 111
RF01319 	 CRISPR-DR6 	 AE009950 	 112
RF01127 	 sR42 	 AE009950 	 113
RF01319 	 CRISPR-DR6 	 AE009950 	 114
RF01319 	 CRISPR-DR6 	 AE009950 	 115
RF01319 	 CRISPR-DR6 	 AE009950 	 116
RF01319 	 CRISPR-DR6 	 AE009950 	 117
RF01319 	 CRISPR-DR6 	 AE009950 	 118
RF01319 	 CRISPR-DR6 	 AE009950 	 119
RF01319 	 CRISPR-DR6 	 AE009950 	 120
RF01142 	 sR19 	 AE009950 	 121
RF01319 	 CRISPR-DR6 	 AE009950 	 122
RF01319 	 CRISPR-DR6 	 AE009950 	 123
RF01319 	 CRISPR-DR6 	 AE009950 	 124
RF01319 	 CRISPR-DR6 	 AE009950 	 125
RF00095 	 snoPyro_CD 	 AE009950 	 126
RF01319 	 CRISPR-DR6 	 AE009950 	 127
RF01319 	 CRISPR-DR6 	 AE009950 	 128
RF01319 	 CRISPR-DR6 	 AE009950 	 129
RF01319 	 CRISPR-DR6 	 AE009950 	 130
RF00065 	 snoR9 	 AE009950 	 131
RF01310 	 sR7 	 AE009950 	 132
RF00095 	 snoPyro_CD 	 AE009950 	 133
RF01319 	 CRISPR-DR6 	 AE009950 	 134
RF01319 	 CRISPR-DR6 	 AE009950 	 135
RF01319 	 CRISPR-DR6 	 AE009950 	 136
RF01319 	 CRISPR-DR6 	 AE009950 	 137
RF01311 	 sR8 	 AE009950 	 138
RF01152 	 sR1 	 AE009950 	 139
RF00095 	 snoPyro_CD 	 AE009950 	 140
RF01319 	 CRISPR-DR6 	 AE009950 	 141
RF01319 	 CRISPR-DR6 	 AE009950 	 142
RF01319 	 CRISPR-DR6 	 AE009950 	 143
RF01319 	 CRISPR-DR6 	 AE009950 	 144
RF01319 	 CRISPR-DR6 	 AE009950 	 145
RF01319 	 CRISPR-DR6 	 AE009950 	 146
RF01959 	 SSU_rRNA_archaea 	 AE009950 	 147
RF01319 	 CRISPR-DR6 	 AE009950 	 148
RF01319 	 CRISPR-DR6 	 AE009950 	 149
RF00095 	 snoPyro_CD 	 AE009950 	 150
RF01319 	 CRISPR-DR6 	 AE009950 	 151
RF01319 	 CRISPR-DR6 	 AE009950 	 152
RF01319 	 CRISPR-DR6 	 AE009950 	 153
RF01319 	 CRISPR-DR6 	 AE009950 	 154
RF01319 	 CRISPR-DR6 	 AE009950 	 155
RF01319 	 CRISPR-DR6 	 AE009950 	 156
RF01319 	 CRISPR-DR6 	 AE009950 	 157
RF00001 	 5S_rRNA 	 AE009950 	 158
RF01319 	 CRISPR-DR6 	 AE009950 	 159
RF01319 	 CRISPR-DR6 	 AE009950 	 160
RF01319 	 CRISPR-DR6 	 AE009950 	 161
RF01319 	 CRISPR-DR6 	 AE009950 	 162
RF01319 	 CRISPR-DR6 	 AE009950 	 163
RF01319 	 CRISPR-DR6 	 AE009950 	 164
RF01319 	 CRISPR-DR6 	 AE009950 	 165
RF01319 	 CRISPR-DR6 	 AE009950 	 166
RF01319 	 CRISPR-DR6 	 AE009950 	 167
RF01319 	 CRISPR-DR6 	 AE009950 	 168
RF01319 	 CRISPR-DR6 	 AE009950 	 169
RF01319 	 CRISPR-DR6 	 AE009950 	 170
RF01319 	 CRISPR-DR6 	 AE009950 	 171
RF01319 	 CRISPR-DR6 	 AE009950 	 172
RF01319 	 CRISPR-DR6 	 AE009950 	 173
RF01319 	 CRISPR-DR6 	 AE009950 	 174
RF01319 	 CRISPR-DR6 	 AE009950 	 175
RF01135 	 sR24 	 AE009950 	 176
RF00095 	 snoPyro_CD 	 AE009950 	 177
RF01319 	 CRISPR-DR6 	 AE009950 	 178
RF01319 	 CRISPR-DR6 	 AE009950 	 179
RF01319 	 CRISPR-DR6 	 AE009950 	 180
RF01125 	 sR4 	 AE009950 	 181
RF01129 	 sR44 	 AE009950 	 182
RF00095 	 snoPyro_CD 	 AE009950 	 183
RF01319 	 CRISPR-DR6 	 AE009950 	 184
RF01319 	 CRISPR-DR6 	 AE009950 	 185
RF01319 	 CRISPR-DR6 	 AE009950 	 186
RF01319 	 CRISPR-DR6 	 AE009950 	 187
RF01319 	 CRISPR-DR6 	 AE009950 	 188
RF01319 	 CRISPR-DR6 	 AE009950 	 189
RF01319 	 CRISPR-DR6 	 AE009950 	 190
RF01319 	 CRISPR-DR6 	 AE009950 	 191
RF01319 	 CRISPR-DR6 	 AE009950 	 192
RF01319 	 CRISPR-DR6 	 AE009950 	 193
RF01319 	 CRISPR-DR6 	 AE009950 	 194
RF01319 	 CRISPR-DR6 	 AE009950 	 195
RF01319 	 CRISPR-DR6 	 AE009950 	 196
RF01319 	 CRISPR-DR6 	 AE009950 	 197
RF00005 	 tRNA 	 AE009950 	 198
RF01319 	 CRISPR-DR6 	 AE009950 	 199
RF01319 	 CRISPR-DR6 	 AE009950 	 200
RF01319 	 CRISPR-DR6 	 AE009950 	 201
RF01319 	 CRISPR-DR6 	 AE009950 	 202
RF01319 	 CRISPR-DR6 	 AE009950 	 203
RF01319 	 CRISPR-DR6 	 AE009950 	 204
RF01319 	 CRISPR-DR6 	 AE009950 	 205
RF01319 	 CRISPR-DR6 	 AE009950 	 206
RF01319 	 CRISPR-DR6 	 AE009950 	 207
RF01319 	 CRISPR-DR6 	 AE009950 	 208
RF01319 	 CRISPR-DR6 	 AE009950 	 209
RF01319 	 CRISPR-DR6 	 AE009950 	 210
RF01319 	 CRISPR-DR6 	 AE009950 	 211
RF01131 	 sR47 	 AE009950 	 212
RF00095 	 snoPyro_CD 	 AE009950 	 213
RF01319 	 CRISPR-DR6 	 AE009950 	 214
RF01121 	 sR38 	 AE009950 	 215
RF00095 	 snoPyro_CD 	 AE009950 	 216
RF01319 	 CRISPR-DR6 	 AE009950 	 218
RF01319 	 CRISPR-DR6 	 AE009950 	 219
RF01319 	 CRISPR-DR6 	 AE009950 	 220
RF01319 	 CRISPR-DR6 	 AE009950 	 222
RF01319 	 CRISPR-DR6 	 AE009950 	 223
RF01319 	 CRISPR-DR6 	 AE009950 	 224
RF01319 	 CRISPR-DR6 	 AE009950 	 225
RF01319 	 CRISPR-DR6 	 AE009950 	 226
RF01319 	 CRISPR-DR6 	 AE009950 	 227
RF01319 	 CRISPR-DR6 	 AE009950 	 228
RF01319 	 CRISPR-DR6 	 AE009950 	 229
RF01303 	 sR49 	 AE009950 	 230
RF00095 	 snoPyro_CD 	 AE009950 	 231
RF01319 	 CRISPR-DR6 	 AE009950 	 232
RF01319 	 CRISPR-DR6 	 AE009950 	 233
RF01319 	 CRISPR-DR6 	 AE009950 	 234
RF01319 	 CRISPR-DR6 	 AE009950 	 235
RF01319 	 CRISPR-DR6 	 AE009950 	 236
RF01319 	 CRISPR-DR6 	 AE009950 	 237
RF01319 	 CRISPR-DR6 	 AE009950 	 238
RF01319 	 CRISPR-DR6 	 AE009950 	 239
RF01319 	 CRISPR-DR6 	 AE009950 	 240
RF01319 	 CRISPR-DR6 	 AE009950 	 241
RF01319 	 CRISPR-DR6 	 AE009950 	 242
RF01319 	 CRISPR-DR6 	 AE009950 	 243
RF01319 	 CRISPR-DR6 	 AE009950 	 244
RF01319 	 CRISPR-DR6 	 AE009950 	 245
RF01319 	 CRISPR-DR6 	 AE009950 	 246
RF01319 	 CRISPR-DR6 	 AE009950 	 247
RF01319 	 CRISPR-DR6 	 AE009950 	 248
RF01319 	 CRISPR-DR6 	 AE009950 	 249
RF01319 	 CRISPR-DR6 	 AE009950 	 251
RF01319 	 CRISPR-DR6 	 AE009950 	 252
RF00095 	 snoPyro_CD 	 AE009950 	 253
RF01274 	 sR45 	 AE009950 	 254
RF00005 	 tRNA 	 AE009950 	 255
RF01319 	 CRISPR-DR6 	 AE009950 	 256
RF01319 	 CRISPR-DR6 	 AE009950 	 257
